HSCode,Commodity,value,country,year
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0,MAURITIUS,2013
74,COPPER AND ARTICLES THEREOF.,3.99,MEXICO,2013
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",1.1,MEXICO,2013
74,COPPER AND ARTICLES THEREOF.,8.68,MOROCCO,2013
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.01,MOROCCO,2013
74,COPPER AND ARTICLES THEREOF.,0.19,MOZAMBIQUE,2013
74,COPPER AND ARTICLES THEREOF.,0,MYANMAR,2013
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0,MYANMAR,2013
74,COPPER AND ARTICLES THEREOF.,0.06,NAMIBIA,2013
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0,NAMIBIA,2013
74,COPPER AND ARTICLES THEREOF.,13.16,NEPAL,2013
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.03,NEPAL,2013
74,COPPER AND ARTICLES THEREOF.,11.29,NETHERLAND,2013
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",5.15,NETHERLAND,2013
74,COPPER AND ARTICLES THEREOF.,0.24,NETHERLANDANTIL,2013
74,COPPER AND ARTICLES THEREOF.,0.57,NEW ZEALAND,2013
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0,NEW ZEALAND,2013
74,COPPER AND ARTICLES THEREOF.,8.27,NIGERIA,2013
74,COPPER AND ARTICLES THEREOF.,2.8,NORWAY,2013
74,COPPER AND ARTICLES THEREOF.,1.89,OMAN,2013
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.1,OMAN,2013
74,COPPER AND ARTICLES THEREOF.,6.09,PAKISTAN IR,2013
74,COPPER AND ARTICLES THEREOF.,3.75,PERU,2013
74,COPPER AND ARTICLES THEREOF.,0.31,PHILIPPINES,2013
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.75,PHILIPPINES,2013
74,COPPER AND ARTICLES THEREOF.,18.01,POLAND,2013
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.97,POLAND,2013
74,COPPER AND ARTICLES THEREOF.,9.67,PORTUGAL,2013
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",98.95,PORTUGAL,2013
74,COPPER AND ARTICLES THEREOF.,0.32,PUERTO RICO,2013
74,COPPER AND ARTICLES THEREOF.,13.83,QATAR,2013
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.02,QATAR,2013
74,COPPER AND ARTICLES THEREOF.,0.32,REUNION,2013
74,COPPER AND ARTICLES THEREOF.,357.39,RUSSIA,2013
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",26.32,RUSSIA,2013
74,COPPER AND ARTICLES THEREOF.,140.68,SAUDI ARAB,2013
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.03,SAUDI ARAB,2013
74,COPPER AND ARTICLES THEREOF.,2,SENEGAL,2013
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.02,SENEGAL,2013
74,COPPER AND ARTICLES THEREOF.,0.66,SERBIA,2013
74,COPPER AND ARTICLES THEREOF.,0.2,SEYCHELLES,2013
74,COPPER AND ARTICLES THEREOF.,0.98,SIERRA LEONE,2013
74,COPPER AND ARTICLES THEREOF.,14.44,SINGAPORE,2013
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",39.74,SINGAPORE,2013
74,COPPER AND ARTICLES THEREOF.,0.22,SLOVAK REP,2013
74,COPPER AND ARTICLES THEREOF.,2.5,SLOVENIA,2013
74,COPPER AND ARTICLES THEREOF.,12.44,SOUTH AFRICA,2013
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.11,SOUTH AFRICA,2013
74,COPPER AND ARTICLES THEREOF.,22.67,SPAIN,2013
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",1.11,SPAIN,2013
74,COPPER AND ARTICLES THEREOF.,11.4,SRI LANKA DSR,2013
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",40.27,SRI LANKA DSR,2013
74,COPPER AND ARTICLES THEREOF.,0.02,ST HELENA,2013
74,COPPER AND ARTICLES THEREOF.,0.17,ST LUCIA,2013
74,COPPER AND ARTICLES THEREOF.,1.02,SUDAN,2013
74,COPPER AND ARTICLES THEREOF.,0.58,SWAZILAND,2013
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.57,SWAZILAND,2013
74,COPPER AND ARTICLES THEREOF.,14.01,SWEDEN,2013
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.95,SWEDEN,2013
74,COPPER AND ARTICLES THEREOF.,13.98,SWITZERLAND,2013
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",2.7,SWITZERLAND,2013
74,COPPER AND ARTICLES THEREOF.,21.81,TAIWAN,2013
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.2,TAIWAN,2013
74,COPPER AND ARTICLES THEREOF.,10.38,TANZANIA REP,2013
74,COPPER AND ARTICLES THEREOF.,64.16,THAILAND,2013
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.39,THAILAND,2013
74,COPPER AND ARTICLES THEREOF.,3.61,TOGO,2013
74,COPPER AND ARTICLES THEREOF.,1.5,TUNISIA,2013
74,COPPER AND ARTICLES THEREOF.,8.98,TURKEY,2013
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",17.22,TURKEY,2013
74,COPPER AND ARTICLES THEREOF.,681.13,U ARAB EMTS,2013
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",1.84,U ARAB EMTS,2013
74,COPPER AND ARTICLES THEREOF.,81.07,U K,2013
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",51.18,U K,2013
74,COPPER AND ARTICLES THEREOF.,51.49,U S A,2013
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",1973.15,U S A,2013
74,COPPER AND ARTICLES THEREOF.,0.39,UKRAINE,2013
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.21,UKRAINE,2013
74,COPPER AND ARTICLES THEREOF.,0.5,UNSPECIFIED,2013
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.18,UNSPECIFIED,2013
74,COPPER AND ARTICLES THEREOF.,34.96,VIETNAM SOC REP,2013
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.06,VIETNAM SOC REP,2013
74,COPPER AND ARTICLES THEREOF.,0.19,YEMEN REPUBLC,2013
74,COPPER AND ARTICLES THEREOF.,206.97,ZAMBIA,2013
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.12,AFGHANISTAN TIS,2012
74,COPPER AND ARTICLES THEREOF.,4.82,ANGOLA,2012
74,COPPER AND ARTICLES THEREOF.,0.02,ARGENTINA,2012
74,COPPER AND ARTICLES THEREOF.,0.11,ARMENIA,2012
74,COPPER AND ARTICLES THEREOF.,0.02,ARUBA,2012
74,COPPER AND ARTICLES THEREOF.,18.73,AUSTRALIA,2012
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.9,AUSTRALIA,2012
74,COPPER AND ARTICLES THEREOF.,5.38,AUSTRIA,2012
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",4.07,AUSTRIA,2012
74,COPPER AND ARTICLES THEREOF.,11.05,BAHARAIN IS,2012
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.09,BAHARAIN IS,2012
74,COPPER AND ARTICLES THEREOF.,23.89,BANGLADESH PR,2012
74,COPPER AND ARTICLES THEREOF.,15.83,BELGIUM,2012
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.31,BELGIUM,2012
74,COPPER AND ARTICLES THEREOF.,0.1,BELIZE,2012
74,COPPER AND ARTICLES THEREOF.,4.27,BENIN,2012
74,COPPER AND ARTICLES THEREOF.,12.12,BHUTAN,2012
74,COPPER AND ARTICLES THEREOF.,0.66,BOSNIA-HRZGOVIN,2012
74,COPPER AND ARTICLES THEREOF.,2.6,BRAZIL,2012
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",98.9,BRAZIL,2012
74,COPPER AND ARTICLES THEREOF.,1.2,BULGARIA,2012
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.01,BULGARIA,2012
74,COPPER AND ARTICLES THEREOF.,0,CAMBODIA,2012
74,COPPER AND ARTICLES THEREOF.,3.91,CANADA,2012
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",440.77,CANADA,2012
74,COPPER AND ARTICLES THEREOF.,0.63,CAPE VERDE IS,2012
74,COPPER AND ARTICLES THEREOF.,18.18,CHAD,2012
74,COPPER AND ARTICLES THEREOF.,42.43,CHILE,2012
74,COPPER AND ARTICLES THEREOF.,206.4,CHINA P RP,2012
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",1.3,CHINA P RP,2012
74,COPPER AND ARTICLES THEREOF.,0.58,COLOMBIA,2012
74,COPPER AND ARTICLES THEREOF.,0,COMOROS,2012
74,COPPER AND ARTICLES THEREOF.,17.08,CONGO P REP,2012
74,COPPER AND ARTICLES THEREOF.,0.17,COSTA RICA,2012
74,COPPER AND ARTICLES THEREOF.,0.12,COTE D' IVOIRE,2012
74,COPPER AND ARTICLES THEREOF.,1.09,CYPRUS,2012
74,COPPER AND ARTICLES THEREOF.,2.83,CZECH REPUBLIC,2012
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.2,CZECH REPUBLIC,2012
74,COPPER AND ARTICLES THEREOF.,11.41,DENMARK,2012
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.6,DENMARK,2012
74,COPPER AND ARTICLES THEREOF.,0.02,DJIBOUTI,2012
74,COPPER AND ARTICLES THEREOF.,0.08,DOMINIC REP,2012
74,COPPER AND ARTICLES THEREOF.,0.46,ECUADOR,2012
74,COPPER AND ARTICLES THEREOF.,9.89,EGYPT A RP,2012
74,COPPER AND ARTICLES THEREOF.,0.07,EQUTL GUINEA,2012
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0,ETHIOPIA,2012
74,COPPER AND ARTICLES THEREOF.,144.47,FINLAND,2012
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0,FINLAND,2012
74,COPPER AND ARTICLES THEREOF.,35.87,FRANCE,2012
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",1301.04,FRANCE,2012
74,COPPER AND ARTICLES THEREOF.,0.02,GABON,2012
74,COPPER AND ARTICLES THEREOF.,0.11,GAMBIA,2012
74,COPPER AND ARTICLES THEREOF.,4.86,GEORGIA,2012
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0,GEORGIA,2012
74,COPPER AND ARTICLES THEREOF.,176.77,GERMANY,2012
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",790.36,GERMANY,2012
74,COPPER AND ARTICLES THEREOF.,2.91,GHANA,2012
74,COPPER AND ARTICLES THEREOF.,0.09,GIBRALTAR,2012
74,COPPER AND ARTICLES THEREOF.,2.68,GREECE,2012
74,COPPER AND ARTICLES THEREOF.,0.49,GUINEA,2012
74,COPPER AND ARTICLES THEREOF.,0.04,GUYANA,2012
74,COPPER AND ARTICLES THEREOF.,6.69,HONG KONG,2012
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.97,HONG KONG,2012
74,COPPER AND ARTICLES THEREOF.,5.57,HUNGARY,2012
74,COPPER AND ARTICLES THEREOF.,1.22,INDONESIA,2012
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.01,INDONESIA,2012
74,COPPER AND ARTICLES THEREOF.,0.29,IRAN,2012
74,COPPER AND ARTICLES THEREOF.,0.01,IRELAND,2012
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",12.14,IRELAND,2012
74,COPPER AND ARTICLES THEREOF.,2.94,ISRAEL,2012
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",31.83,ISRAEL,2012
74,COPPER AND ARTICLES THEREOF.,35.58,ITALY,2012
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",38.57,ITALY,2012
74,COPPER AND ARTICLES THEREOF.,45.63,JAPAN,2012
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",19.29,JAPAN,2012
74,COPPER AND ARTICLES THEREOF.,11.64,JORDAN,2012
74,COPPER AND ARTICLES THEREOF.,0.11,KAZAKHSTAN,2012
74,COPPER AND ARTICLES THEREOF.,0.79,KENYA,2012
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.04,KENYA,2012
74,COPPER AND ARTICLES THEREOF.,0.24,KOREA DP RP,2012
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.01,KOREA DP RP,2012
74,COPPER AND ARTICLES THEREOF.,51.36,KOREA RP,2012
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.01,KOREA RP,2012
74,COPPER AND ARTICLES THEREOF.,30.31,KUWAIT,2012
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0,KUWAIT,2012
74,COPPER AND ARTICLES THEREOF.,0.01,LAO PD RP,2012
74,COPPER AND ARTICLES THEREOF.,0.48,LATVIA,2012
74,COPPER AND ARTICLES THEREOF.,13.44,LEBANON,2012
74,COPPER AND ARTICLES THEREOF.,1.72,LIBERIA,2012
74,COPPER AND ARTICLES THEREOF.,0.63,LITHUANIA,2012
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.02,LITHUANIA,2012
74,COPPER AND ARTICLES THEREOF.,0.08,LUXEMBOURG,2012
74,COPPER AND ARTICLES THEREOF.,0.01,MACAO,2012
74,COPPER AND ARTICLES THEREOF.,1.09,MADAGASCAR,2012
74,COPPER AND ARTICLES THEREOF.,176.94,MALAYSIA,2012
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",2.43,MALAYSIA,2012
74,COPPER AND ARTICLES THEREOF.,1.42,MALDIVES,2012
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0,MALDIVES,2012
74,COPPER AND ARTICLES THEREOF.,0,MALTA,2012
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.03,MALTA,2012
74,COPPER AND ARTICLES THEREOF.,0.58,MAURITANIA,2012
74,COPPER AND ARTICLES THEREOF.,1.21,MAURITIUS,2012
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.04,MAURITIUS,2012
74,COPPER AND ARTICLES THEREOF.,7.44,MEXICO,2012
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.19,MEXICO,2012
74,COPPER AND ARTICLES THEREOF.,0.01,MOLDOVA,2012
74,COPPER AND ARTICLES THEREOF.,11.77,MOROCCO,2012
74,COPPER AND ARTICLES THEREOF.,0.13,MOZAMBIQUE,2012
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.03,MYANMAR,2012
74,COPPER AND ARTICLES THEREOF.,0.05,NAMIBIA,2012
74,COPPER AND ARTICLES THEREOF.,15.24,NEPAL,2012
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0,NEPAL,2012
74,COPPER AND ARTICLES THEREOF.,21.95,NETHERLAND,2012
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",18.27,NETHERLAND,2012
74,COPPER AND ARTICLES THEREOF.,0,NETHERLANDANTIL,2012
74,COPPER AND ARTICLES THEREOF.,0.19,NEW CALEDONIA,2012
74,COPPER AND ARTICLES THEREOF.,0.22,NEW ZEALAND,2012
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",2.85,NEW ZEALAND,2012
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0,NIGER,2012
74,COPPER AND ARTICLES THEREOF.,6.37,NIGERIA,2012
74,COPPER AND ARTICLES THEREOF.,2.37,NORWAY,2012
74,COPPER AND ARTICLES THEREOF.,0.46,OMAN,2012
74,COPPER AND ARTICLES THEREOF.,149.53,PAKISTAN IR,2012
74,COPPER AND ARTICLES THEREOF.,0.13,PANAMA REPUBLIC,2012
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.03,PANAMA REPUBLIC,2012
74,COPPER AND ARTICLES THEREOF.,1.24,PERU,2012
74,COPPER AND ARTICLES THEREOF.,2.68,PHILIPPINES,2012
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.53,PHILIPPINES,2012
74,COPPER AND ARTICLES THEREOF.,11.56,POLAND,2012
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",3.85,POLAND,2012
74,COPPER AND ARTICLES THEREOF.,8.5,PORTUGAL,2012
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.27,PORTUGAL,2012
74,COPPER AND ARTICLES THEREOF.,0.13,PUERTO RICO,2012
74,COPPER AND ARTICLES THEREOF.,9.61,QATAR,2012
74,COPPER AND ARTICLES THEREOF.,0.71,REUNION,2012
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.02,REUNION,2012
74,COPPER AND ARTICLES THEREOF.,0.36,ROMANIA,2012
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0,ROMANIA,2012
74,COPPER AND ARTICLES THEREOF.,288.64,RUSSIA,2012
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",101.91,RUSSIA,2012
74,COPPER AND ARTICLES THEREOF.,120.32,SAUDI ARAB,2012
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.13,SAUDI ARAB,2012
74,COPPER AND ARTICLES THEREOF.,0.02,SENEGAL,2012
74,COPPER AND ARTICLES THEREOF.,0.43,SEYCHELLES,2012
74,COPPER AND ARTICLES THEREOF.,0.15,SIERRA LEONE,2012
74,COPPER AND ARTICLES THEREOF.,15.14,SINGAPORE,2012
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",28.68,SINGAPORE,2012
74,COPPER AND ARTICLES THEREOF.,0.24,SLOVAK REP,2012
74,COPPER AND ARTICLES THEREOF.,0.89,SLOVENIA,2012
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.1,SLOVENIA,2012
74,COPPER AND ARTICLES THEREOF.,12.23,SOUTH AFRICA,2012
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.09,SOUTH AFRICA,2012
74,COPPER AND ARTICLES THEREOF.,19.68,SPAIN,2012
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.11,SPAIN,2012
74,COPPER AND ARTICLES THEREOF.,14.99,SRI LANKA DSR,2012
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.02,SRI LANKA DSR,2012
74,COPPER AND ARTICLES THEREOF.,0,ST LUCIA,2012
74,COPPER AND ARTICLES THEREOF.,1.69,SUDAN,2012
74,COPPER AND ARTICLES THEREOF.,0.06,SWAZILAND,2012
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.29,SWAZILAND,2012
74,COPPER AND ARTICLES THEREOF.,18.74,SWEDEN,2012
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",1.69,SWEDEN,2012
74,COPPER AND ARTICLES THEREOF.,16.01,SWITZERLAND,2012
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",7.51,SWITZERLAND,2012
74,COPPER AND ARTICLES THEREOF.,19.9,TAIWAN,2012
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.01,TAIWAN,2012
74,COPPER AND ARTICLES THEREOF.,2.33,TANZANIA REP,2012
74,COPPER AND ARTICLES THEREOF.,42.84,THAILAND,2012
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",7.19,THAILAND,2012
74,COPPER AND ARTICLES THEREOF.,0.97,TOGO,2012
74,COPPER AND ARTICLES THEREOF.,0.11,TRINIDAD,2012
74,COPPER AND ARTICLES THEREOF.,1.21,TUNISIA,2012
74,COPPER AND ARTICLES THEREOF.,5.04,TURKEY,2012
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.03,TURKEY,2012
74,COPPER AND ARTICLES THEREOF.,450.81,U ARAB EMTS,2012
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",2.98,U ARAB EMTS,2012
74,COPPER AND ARTICLES THEREOF.,92.77,U K,2012
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",93.94,U K,2012
74,COPPER AND ARTICLES THEREOF.,64.85,U S A,2012
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",1662.5,U S A,2012
74,COPPER AND ARTICLES THEREOF.,2.68,UKRAINE,2012
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.75,UKRAINE,2012
74,COPPER AND ARTICLES THEREOF.,1.17,UNSPECIFIED,2012
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",38.2,UNSPECIFIED,2012
74,COPPER AND ARTICLES THEREOF.,14.4,VIETNAM SOC REP,2012
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.96,VIETNAM SOC REP,2012
74,COPPER AND ARTICLES THEREOF.,0.18,YEMEN REPUBLC,2012
74,COPPER AND ARTICLES THEREOF.,290.25,ZAMBIA,2012
74,COPPER AND ARTICLES THEREOF.,0.66,AMERI SAMOA,2011
74,COPPER AND ARTICLES THEREOF.,2.26,ANGOLA,2011
74,COPPER AND ARTICLES THEREOF.,0.12,ARGENTINA,2011
74,COPPER AND ARTICLES THEREOF.,0.47,ARMENIA,2011
74,COPPER AND ARTICLES THEREOF.,122.91,AUSTRALIA,2011
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",1.11,AUSTRALIA,2011
74,COPPER AND ARTICLES THEREOF.,15.72,AUSTRIA,2011
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.45,AUSTRIA,2011
74,COPPER AND ARTICLES THEREOF.,14.37,BAHARAIN IS,2011
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",3.14,BAHARAIN IS,2011
74,COPPER AND ARTICLES THEREOF.,24.53,BANGLADESH PR,2011
74,COPPER AND ARTICLES THEREOF.,0.05,BARBADOS,2011
74,COPPER AND ARTICLES THEREOF.,7.04,BELGIUM,2011
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",1.04,BELGIUM,2011
74,COPPER AND ARTICLES THEREOF.,14.79,BENIN,2011
74,COPPER AND ARTICLES THEREOF.,43.8,BHUTAN,2011
74,COPPER AND ARTICLES THEREOF.,0.57,BRAZIL,2011
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",11.13,BRAZIL,2011
74,COPPER AND ARTICLES THEREOF.,0.45,BRUNEI,2011
74,COPPER AND ARTICLES THEREOF.,2.57,BULGARIA,2011
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0,BULGARIA,2011
74,COPPER AND ARTICLES THEREOF.,0.01,CAMBODIA,2011
74,COPPER AND ARTICLES THEREOF.,0.08,CAMEROON,2011
74,COPPER AND ARTICLES THEREOF.,3.84,CANADA,2011
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",424.51,CANADA,2011
74,COPPER AND ARTICLES THEREOF.,0.59,CAPE VERDE IS,2011
74,COPPER AND ARTICLES THEREOF.,6.69,CHAD,2011
74,COPPER AND ARTICLES THEREOF.,12.19,CHILE,2011
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.02,CHILE,2011
74,COPPER AND ARTICLES THEREOF.,197.87,CHINA P RP,2011
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",22.03,CHINA P RP,2011
74,COPPER AND ARTICLES THEREOF.,2.77,COLOMBIA,2011
74,COPPER AND ARTICLES THEREOF.,0.03,COMOROS,2011
74,COPPER AND ARTICLES THEREOF.,0.1,CONGO D. REP.,2011
74,COPPER AND ARTICLES THEREOF.,2.38,CONGO P REP,2011
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.05,CONGO P REP,2011
74,COPPER AND ARTICLES THEREOF.,0.51,COTE D' IVOIRE,2011
74,COPPER AND ARTICLES THEREOF.,0,CROATIA,2011
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.03,CROATIA,2011
74,COPPER AND ARTICLES THEREOF.,2.08,CYPRUS,2011
74,COPPER AND ARTICLES THEREOF.,0.67,CZECH REPUBLIC,2011
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.09,CZECH REPUBLIC,2011
74,COPPER AND ARTICLES THEREOF.,15.1,DENMARK,2011
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.85,DENMARK,2011
74,COPPER AND ARTICLES THEREOF.,0,DJIBOUTI,2011
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.02,DOMINICA,2011
74,COPPER AND ARTICLES THEREOF.,0.86,ECUADOR,2011
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.02,ECUADOR,2011
74,COPPER AND ARTICLES THEREOF.,18.2,EGYPT A RP,2011
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.05,EGYPT A RP,2011
74,COPPER AND ARTICLES THEREOF.,0.1,ERITREA,2011
74,COPPER AND ARTICLES THEREOF.,0.2,ESTONIA,2011
74,COPPER AND ARTICLES THEREOF.,0.14,ETHIOPIA,2011
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0,ETHIOPIA,2011
74,COPPER AND ARTICLES THEREOF.,8.78,FINLAND,2011
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.03,FINLAND,2011
74,COPPER AND ARTICLES THEREOF.,50.15,FRANCE,2011
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",770.07,FRANCE,2011
74,COPPER AND ARTICLES THEREOF.,0.28,GABON,2011
74,COPPER AND ARTICLES THEREOF.,0.37,GAMBIA,2011
74,COPPER AND ARTICLES THEREOF.,4.28,GEORGIA,2011
74,COPPER AND ARTICLES THEREOF.,225.97,GERMANY,2011
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",621.99,GERMANY,2011
74,COPPER AND ARTICLES THEREOF.,1.9,GHANA,2011
74,COPPER AND ARTICLES THEREOF.,4.41,GREECE,2011
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0,GREECE,2011
74,COPPER AND ARTICLES THEREOF.,0.66,GUINEA,2011
74,COPPER AND ARTICLES THEREOF.,0.2,GUYANA,2011
74,COPPER AND ARTICLES THEREOF.,0.04,HAITI,2011
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0,HAITI,2011
74,COPPER AND ARTICLES THEREOF.,8.87,HONG KONG,2011
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",2.08,HONG KONG,2011
74,COPPER AND ARTICLES THEREOF.,7.53,HUNGARY,2011
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.24,HUNGARY,2011
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.01,ICELAND,2011
74,COPPER AND ARTICLES THEREOF.,12.31,INDONESIA,2011
88,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.",0.03,INDONESIA,2011
74,COPPER AND ARTICLES THEREOF.,1.1,IRAN,2011
74,COPPER AND ARTICLES THEREOF.,0.02,IRELAND,2011
