HSCode,Commodity,value,country,year
52,COTTON.,35.59,POLAND,2017
73,ARTICLES OF IRON OR STEEL,59.72,POLAND,2017
17,SUGARS AND SUGAR CONFECTIONERY.,0.02,PORTUGAL,2017
30,PHARMACEUTICAL PRODUCTS,4.42,PORTUGAL,2017
52,COTTON.,171.23,PORTUGAL,2017
73,ARTICLES OF IRON OR STEEL,8.61,PORTUGAL,2017
30,PHARMACEUTICAL PRODUCTS,0.02,PUERTO RICO,2017
52,COTTON.,0.14,PUERTO RICO,2017
73,ARTICLES OF IRON OR STEEL,6.98,PUERTO RICO,2017
17,SUGARS AND SUGAR CONFECTIONERY.,23.5,QATAR,2017
26,"ORES, SLAG AND ASH.",3.17,QATAR,2017
30,PHARMACEUTICAL PRODUCTS,2.46,QATAR,2017
52,COTTON.,1.73,QATAR,2017
73,ARTICLES OF IRON OR STEEL,93.9,QATAR,2017
17,SUGARS AND SUGAR CONFECTIONERY.,0.02,REUNION,2017
26,"ORES, SLAG AND ASH.",0.09,REUNION,2017
30,PHARMACEUTICAL PRODUCTS,0.02,REUNION,2017
52,COTTON.,0.09,REUNION,2017
73,ARTICLES OF IRON OR STEEL,2.15,REUNION,2017
17,SUGARS AND SUGAR CONFECTIONERY.,0.02,ROMANIA,2017
30,PHARMACEUTICAL PRODUCTS,14.19,ROMANIA,2017
52,COTTON.,2.21,ROMANIA,2017
73,ARTICLES OF IRON OR STEEL,16.88,ROMANIA,2017
17,SUGARS AND SUGAR CONFECTIONERY.,0.21,RUSSIA,2017
26,"ORES, SLAG AND ASH.",0.21,RUSSIA,2017
30,PHARMACEUTICAL PRODUCTS,408.93,RUSSIA,2017
52,COTTON.,4.48,RUSSIA,2017
73,ARTICLES OF IRON OR STEEL,21.7,RUSSIA,2017
17,SUGARS AND SUGAR CONFECTIONERY.,0.4,RWANDA,2017
30,PHARMACEUTICAL PRODUCTS,30.78,RWANDA,2017
52,COTTON.,0.14,RWANDA,2017
73,ARTICLES OF IRON OR STEEL,2.89,RWANDA,2017
17,SUGARS AND SUGAR CONFECTIONERY.,0,SAMOA,2017
30,PHARMACEUTICAL PRODUCTS,0.31,SAMOA,2017
52,COTTON.,0.02,SAN MARINO,2017
73,ARTICLES OF IRON OR STEEL,0,SAN MARINO,2017
17,SUGARS AND SUGAR CONFECTIONERY.,0.03,SAO TOME,2017
30,PHARMACEUTICAL PRODUCTS,0.14,SAO TOME,2017
17,SUGARS AND SUGAR CONFECTIONERY.,34.15,SAUDI ARAB,2017
26,"ORES, SLAG AND ASH.",3.74,SAUDI ARAB,2017
30,PHARMACEUTICAL PRODUCTS,20.63,SAUDI ARAB,2017
52,COTTON.,15.91,SAUDI ARAB,2017
73,ARTICLES OF IRON OR STEEL,262.68,SAUDI ARAB,2017
17,SUGARS AND SUGAR CONFECTIONERY.,2,SENEGAL,2017
30,PHARMACEUTICAL PRODUCTS,17.15,SENEGAL,2017
52,COTTON.,90.04,SENEGAL,2017
73,ARTICLES OF IRON OR STEEL,47.47,SENEGAL,2017
30,PHARMACEUTICAL PRODUCTS,4.42,SERBIA,2017
52,COTTON.,1.02,SERBIA,2017
73,ARTICLES OF IRON OR STEEL,0.28,SERBIA,2017
17,SUGARS AND SUGAR CONFECTIONERY.,0.17,SEYCHELLES,2017
30,PHARMACEUTICAL PRODUCTS,2.31,SEYCHELLES,2017
52,COTTON.,0.06,SEYCHELLES,2017
73,ARTICLES OF IRON OR STEEL,1,SEYCHELLES,2017
17,SUGARS AND SUGAR CONFECTIONERY.,0.72,SIERRA LEONE,2017
30,PHARMACEUTICAL PRODUCTS,17.45,SIERRA LEONE,2017
52,COTTON.,1.63,SIERRA LEONE,2017
73,ARTICLES OF IRON OR STEEL,6.62,SIERRA LEONE,2017
17,SUGARS AND SUGAR CONFECTIONERY.,1.78,SINGAPORE,2017
26,"ORES, SLAG AND ASH.",9.37,SINGAPORE,2017
30,PHARMACEUTICAL PRODUCTS,66.07,SINGAPORE,2017
52,COTTON.,3.99,SINGAPORE,2017
73,ARTICLES OF IRON OR STEEL,45.26,SINGAPORE,2017
30,PHARMACEUTICAL PRODUCTS,1.83,SLOVAK REP,2017
52,COTTON.,0.15,SLOVAK REP,2017
73,ARTICLES OF IRON OR STEEL,2.74,SLOVAK REP,2017
26,"ORES, SLAG AND ASH.",1.07,SLOVENIA,2017
30,PHARMACEUTICAL PRODUCTS,53.92,SLOVENIA,2017
52,COTTON.,2.84,SLOVENIA,2017
73,ARTICLES OF IRON OR STEEL,5.47,SLOVENIA,2017
17,SUGARS AND SUGAR CONFECTIONERY.,0,SOLOMON IS,2017
30,PHARMACEUTICAL PRODUCTS,0.39,SOLOMON IS,2017
73,ARTICLES OF IRON OR STEEL,0,SOLOMON IS,2017
17,SUGARS AND SUGAR CONFECTIONERY.,131.55,SOMALIA,2017
30,PHARMACEUTICAL PRODUCTS,13.07,SOMALIA,2017
52,COTTON.,0.06,SOMALIA,2017
73,ARTICLES OF IRON OR STEEL,2.63,SOMALIA,2017
17,SUGARS AND SUGAR CONFECTIONERY.,2.46,SOUTH AFRICA,2017
26,"ORES, SLAG AND ASH.",0.22,SOUTH AFRICA,2017
30,PHARMACEUTICAL PRODUCTS,485.77,SOUTH AFRICA,2017
52,COTTON.,19.07,SOUTH AFRICA,2017
73,ARTICLES OF IRON OR STEEL,73.65,SOUTH AFRICA,2017
17,SUGARS AND SUGAR CONFECTIONERY.,0.02,SOUTH SUDAN ,2017
30,PHARMACEUTICAL PRODUCTS,0.13,SOUTH SUDAN ,2017
73,ARTICLES OF IRON OR STEEL,0.01,SOUTH SUDAN ,2017
17,SUGARS AND SUGAR CONFECTIONERY.,0.81,SPAIN,2017
26,"ORES, SLAG AND ASH.",0.77,SPAIN,2017
30,PHARMACEUTICAL PRODUCTS,63.4,SPAIN,2017
52,COTTON.,35.13,SPAIN,2017
73,ARTICLES OF IRON OR STEEL,88.56,SPAIN,2017
17,SUGARS AND SUGAR CONFECTIONERY.,27.58,SRI LANKA DSR,2017
26,"ORES, SLAG AND ASH.",1.57,SRI LANKA DSR,2017
30,PHARMACEUTICAL PRODUCTS,188.37,SRI LANKA DSR,2017
52,COTTON.,222.66,SRI LANKA DSR,2017
73,ARTICLES OF IRON OR STEEL,97.86,SRI LANKA DSR,2017
30,PHARMACEUTICAL PRODUCTS,0.23,ST KITT N A,2017
73,ARTICLES OF IRON OR STEEL,0,ST KITT N A,2017
30,PHARMACEUTICAL PRODUCTS,0.62,ST LUCIA,2017
52,COTTON.,0,ST LUCIA,2017
73,ARTICLES OF IRON OR STEEL,0.03,ST LUCIA,2017
30,PHARMACEUTICAL PRODUCTS,0.17,ST VINCENT,2017
52,COTTON.,0.02,ST VINCENT,2017
73,ARTICLES OF IRON OR STEEL,0.04,ST VINCENT,2017
17,SUGARS AND SUGAR CONFECTIONERY.,209.94,SUDAN,2017
26,"ORES, SLAG AND ASH.",0.06,SUDAN,2017
30,PHARMACEUTICAL PRODUCTS,51.68,SUDAN,2017
52,COTTON.,58.77,SUDAN,2017
73,ARTICLES OF IRON OR STEEL,11.72,SUDAN,2017
17,SUGARS AND SUGAR CONFECTIONERY.,0,SURINAME,2017
26,"ORES, SLAG AND ASH.",0,SURINAME,2017
30,PHARMACEUTICAL PRODUCTS,0.61,SURINAME,2017
52,COTTON.,0.1,SURINAME,2017
73,ARTICLES OF IRON OR STEEL,3.16,SURINAME,2017
30,PHARMACEUTICAL PRODUCTS,22.35,SWAZILAND,2017
73,ARTICLES OF IRON OR STEEL,0.23,SWAZILAND,2017
17,SUGARS AND SUGAR CONFECTIONERY.,0,SWEDEN,2017
26,"ORES, SLAG AND ASH.",0.05,SWEDEN,2017
30,PHARMACEUTICAL PRODUCTS,15.37,SWEDEN,2017
52,COTTON.,2.17,SWEDEN,2017
73,ARTICLES OF IRON OR STEEL,44.45,SWEDEN,2017
17,SUGARS AND SUGAR CONFECTIONERY.,0.03,SWITZERLAND,2017
30,PHARMACEUTICAL PRODUCTS,11.51,SWITZERLAND,2017
52,COTTON.,4.36,SWITZERLAND,2017
73,ARTICLES OF IRON OR STEEL,9.58,SWITZERLAND,2017
17,SUGARS AND SUGAR CONFECTIONERY.,0.02,SYRIA,2017
30,PHARMACEUTICAL PRODUCTS,18.04,SYRIA,2017
52,COTTON.,9.4,SYRIA,2017
73,ARTICLES OF IRON OR STEEL,3.38,SYRIA,2017
17,SUGARS AND SUGAR CONFECTIONERY.,9.42,TAIWAN,2017
26,"ORES, SLAG AND ASH.",0.63,TAIWAN,2017
30,PHARMACEUTICAL PRODUCTS,9.08,TAIWAN,2017
52,COTTON.,64.77,TAIWAN,2017
73,ARTICLES OF IRON OR STEEL,6.67,TAIWAN,2017
17,SUGARS AND SUGAR CONFECTIONERY.,0.17,TAJIKISTAN,2017
30,PHARMACEUTICAL PRODUCTS,18.43,TAJIKISTAN,2017
52,COTTON.,0,TAJIKISTAN,2017
17,SUGARS AND SUGAR CONFECTIONERY.,17.97,TANZANIA REP,2017
26,"ORES, SLAG AND ASH.",0.04,TANZANIA REP,2017
30,PHARMACEUTICAL PRODUCTS,175.52,TANZANIA REP,2017
52,COTTON.,21.68,TANZANIA REP,2017
73,ARTICLES OF IRON OR STEEL,53.92,TANZANIA REP,2017
17,SUGARS AND SUGAR CONFECTIONERY.,0.61,THAILAND,2017
26,"ORES, SLAG AND ASH.",0.35,THAILAND,2017
30,PHARMACEUTICAL PRODUCTS,108.11,THAILAND,2017
52,COTTON.,98.92,THAILAND,2017
73,ARTICLES OF IRON OR STEEL,97.72,THAILAND,2017
30,PHARMACEUTICAL PRODUCTS,2.07,TIMOR LESTE,2017
73,ARTICLES OF IRON OR STEEL,0,TIMOR LESTE,2017
17,SUGARS AND SUGAR CONFECTIONERY.,3.06,TOGO,2017
30,PHARMACEUTICAL PRODUCTS,14.56,TOGO,2017
52,COTTON.,37.74,TOGO,2017
73,ARTICLES OF IRON OR STEEL,6.5,TOGO,2017
17,SUGARS AND SUGAR CONFECTIONERY.,0,TONGA,2017
30,PHARMACEUTICAL PRODUCTS,0.22,TONGA,2017
52,COTTON.,0.01,TONGA,2017
73,ARTICLES OF IRON OR STEEL,0.04,TONGA,2017
17,SUGARS AND SUGAR CONFECTIONERY.,0,TRINIDAD,2017
26,"ORES, SLAG AND ASH.",0,TRINIDAD,2017
30,PHARMACEUTICAL PRODUCTS,10.87,TRINIDAD,2017
52,COTTON.,0.7,TRINIDAD,2017
73,ARTICLES OF IRON OR STEEL,3.85,TRINIDAD,2017
17,SUGARS AND SUGAR CONFECTIONERY.,0.11,TUNISIA,2017
26,"ORES, SLAG AND ASH.",0.05,TUNISIA,2017
30,PHARMACEUTICAL PRODUCTS,5.31,TUNISIA,2017
52,COTTON.,18.23,TUNISIA,2017
73,ARTICLES OF IRON OR STEEL,1.13,TUNISIA,2017
17,SUGARS AND SUGAR CONFECTIONERY.,1.43,TURKEY,2017
26,"ORES, SLAG AND ASH.",0.4,TURKEY,2017
30,PHARMACEUTICAL PRODUCTS,50.05,TURKEY,2017
52,COTTON.,141.74,TURKEY,2017
73,ARTICLES OF IRON OR STEEL,39.09,TURKEY,2017
17,SUGARS AND SUGAR CONFECTIONERY.,0.02,TURKMENISTAN,2017
30,PHARMACEUTICAL PRODUCTS,15.2,TURKMENISTAN,2017
73,ARTICLES OF IRON OR STEEL,0.09,TURKMENISTAN,2017
30,PHARMACEUTICAL PRODUCTS,0.03,TURKS C IS,2017
73,ARTICLES OF IRON OR STEEL,0,TURKS C IS,2017
30,PHARMACEUTICAL PRODUCTS,0,TUVALU,2017
17,SUGARS AND SUGAR CONFECTIONERY.,105.11,U ARAB EMTS,2017
26,"ORES, SLAG AND ASH.",10.4,U ARAB EMTS,2017
30,PHARMACEUTICAL PRODUCTS,73.91,U ARAB EMTS,2017
52,COTTON.,72.55,U ARAB EMTS,2017
73,ARTICLES OF IRON OR STEEL,416.49,U ARAB EMTS,2017
17,SUGARS AND SUGAR CONFECTIONERY.,2.05,U K,2017
26,"ORES, SLAG AND ASH.",4.82,U K,2017
30,PHARMACEUTICAL PRODUCTS,463.23,U K,2017
52,COTTON.,22.22,U K,2017
73,ARTICLES OF IRON OR STEEL,294.69,U K,2017
17,SUGARS AND SUGAR CONFECTIONERY.,12.03,U S A,2017
26,"ORES, SLAG AND ASH.",1.7,U S A,2017
30,PHARMACEUTICAL PRODUCTS,4667.24,U S A,2017
52,COTTON.,83.32,U S A,2017
73,ARTICLES OF IRON OR STEEL,1605.5,U S A,2017
17,SUGARS AND SUGAR CONFECTIONERY.,2.96,UGANDA,2017
26,"ORES, SLAG AND ASH.",0.01,UGANDA,2017
30,PHARMACEUTICAL PRODUCTS,145.11,UGANDA,2017
52,COTTON.,0.65,UGANDA,2017
73,ARTICLES OF IRON OR STEEL,10.53,UGANDA,2017
17,SUGARS AND SUGAR CONFECTIONERY.,0.04,UKRAINE,2017
26,"ORES, SLAG AND ASH.",0.05,UKRAINE,2017
30,PHARMACEUTICAL PRODUCTS,90.4,UKRAINE,2017
52,COTTON.,6.97,UKRAINE,2017
73,ARTICLES OF IRON OR STEEL,7.59,UKRAINE,2017
30,PHARMACEUTICAL PRODUCTS,0.01,UNSPECIFIED,2017
52,COTTON.,0,UNSPECIFIED,2017
73,ARTICLES OF IRON OR STEEL,0.07,UNSPECIFIED,2017
30,PHARMACEUTICAL PRODUCTS,3.34,URUGUAY,2017
52,COTTON.,0.25,URUGUAY,2017
73,ARTICLES OF IRON OR STEEL,0.88,URUGUAY,2017
17,SUGARS AND SUGAR CONFECTIONERY.,0.02,UZBEKISTAN,2017
30,PHARMACEUTICAL PRODUCTS,52.77,UZBEKISTAN,2017
52,COTTON.,0.46,UZBEKISTAN,2017
73,ARTICLES OF IRON OR STEEL,0.29,UZBEKISTAN,2017
17,SUGARS AND SUGAR CONFECTIONERY.,0.01,VANUATU REP,2017
30,PHARMACEUTICAL PRODUCTS,1.18,VANUATU REP,2017
52,COTTON.,0,VANUATU REP,2017
17,SUGARS AND SUGAR CONFECTIONERY.,0.27,VENEZUELA,2017
30,PHARMACEUTICAL PRODUCTS,54.48,VENEZUELA,2017
52,COTTON.,1.56,VENEZUELA,2017
73,ARTICLES OF IRON OR STEEL,0.25,VENEZUELA,2017
17,SUGARS AND SUGAR CONFECTIONERY.,4.79,VIETNAM SOC REP,2017
26,"ORES, SLAG AND ASH.",20.19,VIETNAM SOC REP,2017
30,PHARMACEUTICAL PRODUCTS,132.29,VIETNAM SOC REP,2017
52,COTTON.,435.64,VIETNAM SOC REP,2017
73,ARTICLES OF IRON OR STEEL,25.52,VIETNAM SOC REP,2017
17,SUGARS AND SUGAR CONFECTIONERY.,7.46,YEMEN REPUBLC,2017
26,"ORES, SLAG AND ASH.",0.01,YEMEN REPUBLC,2017
30,PHARMACEUTICAL PRODUCTS,75.47,YEMEN REPUBLC,2017
52,COTTON.,5.2,YEMEN REPUBLC,2017
73,ARTICLES OF IRON OR STEEL,4.11,YEMEN REPUBLC,2017
17,SUGARS AND SUGAR CONFECTIONERY.,1.11,ZAMBIA,2017
26,"ORES, SLAG AND ASH.",0,ZAMBIA,2017
30,PHARMACEUTICAL PRODUCTS,114.65,ZAMBIA,2017
52,COTTON.,3.21,ZAMBIA,2017
73,ARTICLES OF IRON OR STEEL,3.9,ZAMBIA,2017
17,SUGARS AND SUGAR CONFECTIONERY.,0,ZIMBABWE,2017
30,PHARMACEUTICAL PRODUCTS,99.34,ZIMBABWE,2017
52,COTTON.,0.14,ZIMBABWE,2017
73,ARTICLES OF IRON OR STEEL,1.64,ZIMBABWE,2017
17,SUGARS AND SUGAR CONFECTIONERY.,5.22,AFGHANISTAN TIS,2016
26,"ORES, SLAG AND ASH.",0,AFGHANISTAN TIS,2016
30,PHARMACEUTICAL PRODUCTS,65.31,AFGHANISTAN TIS,2016
52,COTTON.,0.94,AFGHANISTAN TIS,2016
73,ARTICLES OF IRON OR STEEL,1,AFGHANISTAN TIS,2016
30,PHARMACEUTICAL PRODUCTS,0.45,ALBANIA,2016
52,COTTON.,0.01,ALBANIA,2016
73,ARTICLES OF IRON OR STEEL,0.09,ALBANIA,2016
17,SUGARS AND SUGAR CONFECTIONERY.,0.55,ALGERIA,2016
30,PHARMACEUTICAL PRODUCTS,61.92,ALGERIA,2016
52,COTTON.,3.24,ALGERIA,2016
73,ARTICLES OF IRON OR STEEL,9.03,ALGERIA,2016
30,PHARMACEUTICAL PRODUCTS,0,AMERI SAMOA,2016
73,ARTICLES OF IRON OR STEEL,0.01,ANDORRA,2016
17,SUGARS AND SUGAR CONFECTIONERY.,5.53,ANGOLA,2016
30,PHARMACEUTICAL PRODUCTS,23.81,ANGOLA,2016
52,COTTON.,8.83,ANGOLA,2016
73,ARTICLES OF IRON OR STEEL,0.24,ANGOLA,2016
30,PHARMACEUTICAL PRODUCTS,0.01,ANGUILLA,2016
73,ARTICLES OF IRON OR STEEL,0.02,ANGUILLA,2016
30,PHARMACEUTICAL PRODUCTS,0.2,ANTIGUA,2016
52,COTTON.,0,ANTIGUA,2016
73,ARTICLES OF IRON OR STEEL,0,ANTIGUA,2016
26,"ORES, SLAG AND ASH.",0.01,ARGENTINA,2016
30,PHARMACEUTICAL PRODUCTS,13.25,ARGENTINA,2016
52,COTTON.,6.08,ARGENTINA,2016
73,ARTICLES OF IRON OR STEEL,5.66,ARGENTINA,2016
30,PHARMACEUTICAL PRODUCTS,0.58,ARMENIA,2016
73,ARTICLES OF IRON OR STEEL,0.18,ARMENIA,2016
17,SUGARS AND SUGAR CONFECTIONERY.,0,ARUBA,2016
30,PHARMACEUTICAL PRODUCTS,0.01,ARUBA,2016
52,COTTON.,0,ARUBA,2016
73,ARTICLES OF IRON OR STEEL,0.04,ARUBA,2016
17,SUGARS AND SUGAR CONFECTIONERY.,2.78,AUSTRALIA,2016
26,"ORES, SLAG AND ASH.",1.44,AUSTRALIA,2016
30,PHARMACEUTICAL PRODUCTS,213.82,AUSTRALIA,2016
52,COTTON.,6.43,AUSTRALIA,2016
73,ARTICLES OF IRON OR STEEL,89.81,AUSTRALIA,2016
17,SUGARS AND SUGAR CONFECTIONERY.,0.12,AUSTRIA,2016
26,"ORES, SLAG AND ASH.",0.14,AUSTRIA,2016
30,PHARMACEUTICAL PRODUCTS,7.11,AUSTRIA,2016
52,COTTON.,5.68,AUSTRIA,2016
73,ARTICLES OF IRON OR STEEL,18.23,AUSTRIA,2016
17,SUGARS AND SUGAR CONFECTIONERY.,0.03,AZERBAIJAN,2016
30,PHARMACEUTICAL PRODUCTS,3.12,AZERBAIJAN,2016
73,ARTICLES OF IRON OR STEEL,0.85,AZERBAIJAN,2016
30,PHARMACEUTICAL PRODUCTS,1.31,BAHAMAS,2016
73,ARTICLES OF IRON OR STEEL,0,BAHAMAS,2016
17,SUGARS AND SUGAR CONFECTIONERY.,7.93,BAHARAIN IS,2016
26,"ORES, SLAG AND ASH.",1.35,BAHARAIN IS,2016
30,PHARMACEUTICAL PRODUCTS,2.13,BAHARAIN IS,2016
52,COTTON.,13.92,BAHARAIN IS,2016
73,ARTICLES OF IRON OR STEEL,20.27,BAHARAIN IS,2016
17,SUGARS AND SUGAR CONFECTIONERY.,3.41,BANGLADESH PR,2016
26,"ORES, SLAG AND ASH.",4.27,BANGLADESH PR,2016
30,PHARMACEUTICAL PRODUCTS,33.31,BANGLADESH PR,2016
52,COTTON.,1595.12,BANGLADESH PR,2016
73,ARTICLES OF IRON OR STEEL,75.88,BANGLADESH PR,2016
30,PHARMACEUTICAL PRODUCTS,1.07,BARBADOS,2016
52,COTTON.,0.07,BARBADOS,2016
73,ARTICLES OF IRON OR STEEL,0.17,BARBADOS,2016
30,PHARMACEUTICAL PRODUCTS,9.93,BELARUS,2016
52,COTTON.,0,BELARUS,2016
73,ARTICLES OF IRON OR STEEL,1.23,BELARUS,2016
17,SUGARS AND SUGAR CONFECTIONERY.,10.86,BELGIUM,2016
26,"ORES, SLAG AND ASH.",0.71,BELGIUM,2016
30,PHARMACEUTICAL PRODUCTS,133.3,BELGIUM,2016
52,COTTON.,35.74,BELGIUM,2016
73,ARTICLES OF IRON OR STEEL,98.3,BELGIUM,2016
17,SUGARS AND SUGAR CONFECTIONERY.,0.01,BELIZE,2016
30,PHARMACEUTICAL PRODUCTS,0.52,BELIZE,2016
73,ARTICLES OF IRON OR STEEL,0,BELIZE,2016
17,SUGARS AND SUGAR CONFECTIONERY.,12.82,BENIN,2016
30,PHARMACEUTICAL PRODUCTS,20.62,BENIN,2016
52,COTTON.,30.32,BENIN,2016
73,ARTICLES OF IRON OR STEEL,21.31,BENIN,2016
30,PHARMACEUTICAL PRODUCTS,0.02,BERMUDA,2016
17,SUGARS AND SUGAR CONFECTIONERY.,6.33,BHUTAN,2016
26,"ORES, SLAG AND ASH.",0.07,BHUTAN,2016
30,PHARMACEUTICAL PRODUCTS,1.62,BHUTAN,2016
52,COTTON.,0,BHUTAN,2016
73,ARTICLES OF IRON OR STEEL,25.12,BHUTAN,2016
30,PHARMACEUTICAL PRODUCTS,13.26,BOLIVIA,2016
52,COTTON.,0.17,BOLIVIA,2016
73,ARTICLES OF IRON OR STEEL,0.13,BOLIVIA,2016
30,PHARMACEUTICAL PRODUCTS,0.63,BOSNIA-HRZGOVIN,2016
52,COTTON.,0.12,BOSNIA-HRZGOVIN,2016
73,ARTICLES OF IRON OR STEEL,0.04,BOSNIA-HRZGOVIN,2016
17,SUGARS AND SUGAR CONFECTIONERY.,0.04,BOTSWANA,2016
30,PHARMACEUTICAL PRODUCTS,34.04,BOTSWANA,2016
52,COTTON.,0.07,BOTSWANA,2016
73,ARTICLES OF IRON OR STEEL,2.73,BOTSWANA,2016
30,PHARMACEUTICAL PRODUCTS,0.13,BR VIRGN IS,2016
73,ARTICLES OF IRON OR STEEL,0.02,BR VIRGN IS,2016
17,SUGARS AND SUGAR CONFECTIONERY.,0.26,BRAZIL,2016
26,"ORES, SLAG AND ASH.",0.05,BRAZIL,2016
30,PHARMACEUTICAL PRODUCTS,197.86,BRAZIL,2016
52,COTTON.,29.95,BRAZIL,2016
73,ARTICLES OF IRON OR STEEL,51.16,BRAZIL,2016
17,SUGARS AND SUGAR CONFECTIONERY.,0.11,BRUNEI,2016
26,"ORES, SLAG AND ASH.",0.75,BRUNEI,2016
30,PHARMACEUTICAL PRODUCTS,0.1,BRUNEI,2016
52,COTTON.,0.02,BRUNEI,2016
73,ARTICLES OF IRON OR STEEL,0.39,BRUNEI,2016
17,SUGARS AND SUGAR CONFECTIONERY.,0.01,BULGARIA,2016
26,"ORES, SLAG AND ASH.",0.06,BULGARIA,2016
30,PHARMACEUTICAL PRODUCTS,11.61,BULGARIA,2016
52,COTTON.,2.63,BULGARIA,2016
73,ARTICLES OF IRON OR STEEL,1,BULGARIA,2016
17,SUGARS AND SUGAR CONFECTIONERY.,1.42,BURKINA FASO,2016
30,PHARMACEUTICAL PRODUCTS,31.53,BURKINA FASO,2016
52,COTTON.,2.45,BURKINA FASO,2016
73,ARTICLES OF IRON OR STEEL,3.99,BURKINA FASO,2016
17,SUGARS AND SUGAR CONFECTIONERY.,0.12,BURUNDI,2016
30,PHARMACEUTICAL PRODUCTS,17.71,BURUNDI,2016
52,COTTON.,2.64,BURUNDI,2016
73,ARTICLES OF IRON OR STEEL,0.42,BURUNDI,2016
30,PHARMACEUTICAL PRODUCTS,8.18,C AFRI REP,2016
52,COTTON.,0.02,C AFRI REP,2016
73,ARTICLES OF IRON OR STEEL,0.1,C AFRI REP,2016
17,SUGARS AND SUGAR CONFECTIONERY.,0.02,CAMBODIA,2016
30,PHARMACEUTICAL PRODUCTS,35.81,CAMBODIA,2016
52,COTTON.,8.03,CAMBODIA,2016
73,ARTICLES OF IRON OR STEEL,0.9,CAMBODIA,2016
17,SUGARS AND SUGAR CONFECTIONERY.,2.73,CAMEROON,2016
30,PHARMACEUTICAL PRODUCTS,31.25,CAMEROON,2016
52,COTTON.,1.01,CAMEROON,2016
73,ARTICLES OF IRON OR STEEL,5.77,CAMEROON,2016
17,SUGARS AND SUGAR CONFECTIONERY.,3.92,CANADA,2016
26,"ORES, SLAG AND ASH.",0.07,CANADA,2016
30,PHARMACEUTICAL PRODUCTS,154.12,CANADA,2016
52,COTTON.,6.2,CANADA,2016
73,ARTICLES OF IRON OR STEEL,132.24,CANADA,2016
30,PHARMACEUTICAL PRODUCTS,0.2,CAPE VERDE IS,2016
30,PHARMACEUTICAL PRODUCTS,1.12,CAYMAN IS,2016
17,SUGARS AND SUGAR CONFECTIONERY.,0.09,CHAD,2016
30,PHARMACEUTICAL PRODUCTS,19.82,CHAD,2016
52,COTTON.,0.17,CHAD,2016
73,ARTICLES OF IRON OR STEEL,1.15,CHAD,2016
17,SUGARS AND SUGAR CONFECTIONERY.,0.05,CHILE,2016
26,"ORES, SLAG AND ASH.",0,CHILE,2016
30,PHARMACEUTICAL PRODUCTS,56.66,CHILE,2016
52,COTTON.,12.87,CHILE,2016
73,ARTICLES OF IRON OR STEEL,10.48,CHILE,2016
17,SUGARS AND SUGAR CONFECTIONERY.,8.93,CHINA P RP,2016
26,"ORES, SLAG AND ASH.",1648.22,CHINA P RP,2016
30,PHARMACEUTICAL PRODUCTS,27.11,CHINA P RP,2016
52,COTTON.,1342.55,CHINA P RP,2016
73,ARTICLES OF IRON OR STEEL,68.98,CHINA P RP,2016
17,SUGARS AND SUGAR CONFECTIONERY.,0.03,COLOMBIA,2016
30,PHARMACEUTICAL PRODUCTS,44.75,COLOMBIA,2016
52,COTTON.,89.02,COLOMBIA,2016
73,ARTICLES OF IRON OR STEEL,13.7,COLOMBIA,2016
17,SUGARS AND SUGAR CONFECTIONERY.,0.66,COMOROS,2016
26,"ORES, SLAG AND ASH.",0.01,COMOROS,2016
30,PHARMACEUTICAL PRODUCTS,0.45,COMOROS,2016
52,COTTON.,3.34,COMOROS,2016
73,ARTICLES OF IRON OR STEEL,2.07,COMOROS,2016
17,SUGARS AND SUGAR CONFECTIONERY.,1.32,CONGO D. REP.,2016
30,PHARMACEUTICAL PRODUCTS,82.97,CONGO D. REP.,2016
52,COTTON.,8.44,CONGO D. REP.,2016
73,ARTICLES OF IRON OR STEEL,3.01,CONGO D. REP.,2016
17,SUGARS AND SUGAR CONFECTIONERY.,0.44,CONGO P REP,2016
30,PHARMACEUTICAL PRODUCTS,29.32,CONGO P REP,2016
52,COTTON.,3.1,CONGO P REP,2016
73,ARTICLES OF IRON OR STEEL,2.86,CONGO P REP,2016
17,SUGARS AND SUGAR CONFECTIONERY.,0,COSTA RICA,2016
30,PHARMACEUTICAL PRODUCTS,10.06,COSTA RICA,2016
52,COTTON.,0.06,COSTA RICA,2016
73,ARTICLES OF IRON OR STEEL,0.48,COSTA RICA,2016
17,SUGARS AND SUGAR CONFECTIONERY.,1.56,COTE D' IVOIRE,2016
30,PHARMACEUTICAL PRODUCTS,31.5,COTE D' IVOIRE,2016
52,COTTON.,4.36,COTE D' IVOIRE,2016
73,ARTICLES OF IRON OR STEEL,7.51,COTE D' IVOIRE,2016
17,SUGARS AND SUGAR CONFECTIONERY.,0.29,CROATIA,2016
30,PHARMACEUTICAL PRODUCTS,8.85,CROATIA,2016
52,COTTON.,4.1,CROATIA,2016
73,ARTICLES OF IRON OR STEEL,2.61,CROATIA,2016
30,PHARMACEUTICAL PRODUCTS,13.07,CUBA,2016
52,COTTON.,0.48,CUBA,2016
73,ARTICLES OF IRON OR STEEL,0.02,CUBA,2016
17,SUGARS AND SUGAR CONFECTIONERY.,0,CYPRUS,2016
30,PHARMACEUTICAL PRODUCTS,2.17,CYPRUS,2016
52,COTTON.,0.22,CYPRUS,2016
73,ARTICLES OF IRON OR STEEL,2.28,CYPRUS,2016
